,Name,Search_name,Exclude_entries
1920,Sea Pearl Fish and Chips,sea pearl fish and chips,
1921,Dessert Haven,dessert haven,
1922,Pizza Fatisa,pizza fatisa,
1923,Tokies,tokies,
1924,Yamas,yamas,
1925,Ginger,ginger,
1926,Casa Brasil,casa brasil,
1927,Tokyo Katsu Curry,tokyo katsu curry,
1928,Select & Save,select & save,
1929,Hare & Hounds,hare & hounds,
1930,Sweet Delight,sweet delight,
1931,Harlees,harlees,
1932,Sweet Dreams,sweet dreams,
1933,Casa Nostra,casa nostra,
1934,Casa Pizza,casa pizza,
1935,Sedir Restaurant,sedir restaurant,
1936,Dessert World,dessert world,
1937,Madras Cafe,madras cafe,
1938,Kiyoto Sushi,kiyoto sushi,
1939,Sweet Fortune,sweet fortune,
1940,Flames Pizza & Grill,flames pizza & grill,
1941,Panku,panku,
1942,Pizza Express,pizza express,
1943,The British Raj,the british raj,
1944,Pizza Experts,pizza experts,
1945,Smokey Hat,smokey hat,
1946,Flames Kebab House,flames kebab house,
1947,Caspian,caspian,
1948,Mr Bubble Tea,mr bubble tea,
1949,The Burger House,the burger house,
1950,Pizza Go Go,pizza go go,
1951,The Burger Hub,the burger hub,
1952,Panda Garden,panda garden,
1953,Alcohol Lovers,alcohol lovers,
1954,Kismat Tandoori,kismat tandoori,
1955,Kismet,kismet,
1956,Alcohol Lady,alcohol lady,
1957,Uptown Flava,uptown flava,
1958,Raj of India,raj of india,
1959,Kismet Tandoori,kismet tandoori,
1960,Alcohol Delivery London,alcohol delivery london,
1961,Flatboys,flatboys,
1962,Carlos Pizza,carlos pizza,
1963,Mackin Cheez,mackin cheez,
1964,Ichi Sushi,ichi sushi,
1965,Upper Crust,upper crust,
1966,Macology,macology,
1967,Spice Junction,spice junction,
1968,Mozzarella Fellas Pizza,mozzarella fellas pizza,
1969,Yak and Yeti,yak and yeti,
1970,Sweet & Sour,sweet & sour,
1971,Gourmet Burger,gourmet burger,
1972,Flamingo Flames,flamingo flames,
1973,Yakinori,yakinori,
1974,Selections,selections,
1975,Panda Chef,panda chef,
1976,Select N Save,select n save,
1977,Panda Express,panda express,
1978,Maeme’s Flame Grill Chicken,maeme’s flame grill chicken,
1979,Rajah,rajah,
1980,Yoh Pizza,yoh pizza,
1981,Papa-dum,papa-dum,
1982,Pizza Bites,pizza bites,
1983,Al Capone,al capone,
1984,Seafood Shack,seafood shack,
1985,Koh Thai,koh thai,
1986,Dessert Junky,dessert junky,
1987,Mai Dim Sum,mai dim sum,
1988,Pizza Bello,pizza bello,
1989,Gino's,gino's,
1990,Naafiah,naafiah,
1991,Five Star Fish Bar,five star fish bar,
1992,Ephesus Grill,ephesus grill,
1993,The Best Fry,the best fry,
1994,Gooey Cookie Co by Yoh,gooey cookie co by yoh,
1995,Dessert Time!,dessert time!,
1996,Akash Restaurant,akash restaurant,
1997,NXT LVL PZA,nxt lvl pza,
1998,Harvey's Fish Bar,harvey's fish bar,
1999,Five Lads,five lads,
2000,Swoon,swoon,
2001,Papas Chicken,papas chicken,
2002,Mr Falafel,mr falafel,
2003,Dessert House,dessert house,
2004,Basil Wood Oven Pizzeria,basil wood oven pizzeria,
2005,Yogoo! Natural Frozen Yogurt,yogoo! natural frozen yogurt,
2006,Papas Tops Pizza,papas tops pizza,
2007,Pizza Addict,pizza addict,
2008,Spice Brasserie,spice brasserie,
2009,Pizza Brixton,pizza brixton,
2010,Big Moe's Diner,big moe's diner,
2011,Seagull Fish Bar,seagull fish bar,
2012,Nabzy's Gourmet Pizza Place,nabzy's gourmet pizza place,
2013,Pizza Delicious,pizza delicious,
2014,Seaways,seaways,
2015,Nabzy's,nabzy's,
2016,Papa Gino's,papa gino's,
2017,Magic Corn,magic corn,
2018,Pizza Daddy,pizza daddy,
2019,Sweet Spot Desserts,sweet spot desserts,
2020,Catch Fish and Chips,catch fish and chips,
2021,Knoops,knoops,
2022,Dessert Shack,dessert shack,
2023,The Bok Shop,the bok shop,
2024,Dessert Parlour,dessert parlour,
2025,Smokeys,smokeys,
2026,Al Naseeb,al naseeb,
2027,Tongue and Brisket,tongue and brisket,
2028,Spice Cottage,spice cottage,
2029,Gordon Ramsay Street Pizza,gordon ramsay street pizza,
2030,Maharaj,maharaj,
2031,Naan Staap,naan staap,
2032,The Black Olive,the black olive,
2033,Pizza Choice,pizza choice,
2034,The Black Horse,the black horse,
2035,Big Papa's,big papa's,
2036,YiFang Fruit Tea,yifang fruit tea,
2037,Ranchers,ranchers,
2038,Beast Burger,beast burger,
2039,YUN Restaurant 云南正宗过桥米线,yun restaurant 云南正宗过桥米线,
2040,Peri Peri Hut,peri peri hut,
2041,La Casa,la casa,
2042,Delish Pizza,delish pizza,
2043,Taro,taro,
2044,Bella Napoli,bella napoli,
2045,Chilli Chicks,chilli chicks,
2046,Mughal Dynasty,mughal dynasty,
2047,Maroush,maroush,
2048,Peri Peri Grill House,peri peri grill house,
2049,Delightz,delightz,
2050,Maya Indian Cuisine,maya indian cuisine,
2051,Peri Peri House,peri peri house,
2052,Tasty Kebab,tasty kebab,
2053,Bengal Village,bengal village,
2054,Tasty Spot,tasty spot,
2055,Chilli Jacks,chilli jacks,
2056,Peri Peri Lounge,peri peri lounge,
2057,Chilli Masala,chilli masala,
2058,Chilli Massala,chilli massala,
2059,Sam's Kebab,sam's kebab,
2060,Chilli Peppers,chilli peppers,
2061,Chilli Pickle,chilli pickle,
2062,3 Chefs,3 chefs,
2063,Chilli Spice,chilli spice,
2064,Sam's Chippy,sam's chippy,
2065,Choco Dado,choco dado,
2066,Sorrento Pizza,sorrento pizza,
2067,Marmaris Kebab House,marmaris kebab house,
2068,Peri Peri Chicken & Pizza,peri peri chicken & pizza,
2069,La Pizza,la pizza,
2070,Hong Kong Kitchen,hong kong kitchen,
2071,La Cucina,la cucina,
2072,Chosen Bun Burgers,chosen bun burgers,
2073,Zumuku,zumuku,
2074,Delhi,delhi,
2075,Chicketos,chicketos,
2076,Golden Horse,golden horse,
2077,Chicking,chicking,
2078,Family Cafe,family cafe,
2079,Family Choice,family choice,
2080,Honi Poke,honi poke,
2081,Perfecto Pizza,perfecto pizza,
2082,Family Fish Bar,family fish bar,
2083,Chicky Peri Peri,chicky peri peri,
2084,Mayflower Chinese,mayflower chinese,
2085,Chopstick Sushi,chopstick sushi,
2086,Rasoi,rasoi,
2087,500 Degrees Pizzeria,500 degrees pizzeria,
2088,Chicos,chicos,
2089,Honeymoon Restaurant,honeymoon restaurant,
2090,La Casetta,la casetta,
2091,Delhi Express,delhi express,
2092,Famous Chef,famous chef,
2093,Chihuahua Tacos,chihuahua tacos,
2094,Famous Fried Chicken,famous fried chicken,
2095,Famous Pizza,famous pizza,
2096,Mayflower Chinese Takeaway,mayflower chinese takeaway,
2097,Chilli's,chilli's,
2098,Max's Pizza,max's pizza,
2099,Tasty Desserts,tasty desserts,
2100,🎉 Tortilla Catering - 2 DAYS ADVANCE ORDER ONLY,🎉 tortilla catering - 2 days advance order only,
2101,Salt Meet Pepper,salt meet pepper,
2102,Taste of Raj,taste of raj,
2103,Masala Trail Pure Veg,masala trail pure veg,
2104,Masala Twist,masala twist,
2105,Deli-cious,deli-cious,
2106,Taste of Paradise,taste of paradise,
2107,🎉 Farmer J Catering - 2 DAYS ADVANCE ORDER ONLY,🎉 farmer j catering - 2 days advance order only,
2108,Taste Of Raj,taste of raj,
2109,Fast1pizza,fast1pizza,
2110,Tsujiri,tsujiri,
2111,Hitea,hitea,
2112,Taste of Kerala,taste of kerala,
2113,Delicias,delicias,
2114,Chillies,chillies,
2115,Golden Chef,golden chef,
2116,Fat Boys,fat boys,
2117,🎉 Zia Lucia Catering - 2 DAYS ADVANCE ORDER ONLY,🎉 zia lucia catering - 2 days advance order only,
2118,Taste of Italy,taste of italy,
2119,Belushi's,belushi's,
2120,Delicious Cafe,delicious cafe,
2121,Taste of Hanoi,taste of hanoi,
2122,Truly Scrumptious,truly scrumptious,
2123,Sonargaon,sonargaon,
2124,Persian Palace,persian palace,
2125,Delicious Desserts,delicious desserts,
2126,Massala Indian Takeaway,massala indian takeaway,
2127,Munch,munch,
2128,China Rose,china rose,
2129,Golden Delight,golden delight,
2130,China Panda,china panda,
2131,Sorrento,sorrento,
2132,Tasty Corner,tasty corner,
2133,Bengal Palace,bengal palace,
2134,Golden Fish Bar,golden fish bar,
2135,Fattoush Lounge,fattoush lounge,
2136,Chillies Indian Takeaway,chillies indian takeaway,
2137,Holy Poke,holy poke,
2138,Tasty Cafe,tasty cafe,
2139,Tasty Burger,tasty burger,
2140,Fatt Monk,fatt monk,
2141,24/7 Convenience Store,24/7 convenience store,
2142,Peri Shack,peri shack,
2143,Taste Good,taste good,
2144,Saltwater Fish and Chips,saltwater fish and chips,
2145,Deli Delight,deli delight,
2146,China Diner,china diner,
2147,24/7 Alcohol,24/7 alcohol,
2148,Tasties,tasties,
2149,Masala Club,masala club,
2150,Masala Express,masala express,
2151,Hollywood Hotdogs,hollywood hotdogs,
2152,Peter's Fish Bar,peter's fish bar,
2153,Masala Indian Takeaway,masala indian takeaway,
2154,Masala King,masala king,
2155,Delicious Pizza & Kebab,delicious pizza & kebab,
2156,Perfect Kebab,perfect kebab,
2157,Chickenland,chickenland,
2158,Mario's,mario's,
2159,Hermanos Taco House,hermanos taco house,
2160,Saraf Bakery Cafe,saraf bakery cafe,
2161,Taka Taka,taka taka,
2162,My Karak Chai,my karak chai,
2163,Takaa Tak,takaa tak,
2164,Chester’s Chicken,chester’s chicken,
2165,Huckleberry Chicken,huckleberry chicken,
2166,Mango House,mango house,
2167,Pick and Mix - Kingdom of Sweets,pick and mix - kingdom of sweets,
2168,F*cking Good Pizza,f*cking good pizza,
2169,Hoxton Fruit,hoxton fruit,
2170,Heriots Patisserie,heriots patisserie,
2171,Death Valley Burrito,death valley burrito,
2172,My Dessert,my dessert,
2173,Chick King,chick king,
2174,Best Mangal,best mangal,
2175,FARMBIRD 🐓,farmbird 🐓,
2176,Fillings,fillings,
2177,Peking Express,peking express,
2178,Golden Slice,golden slice,
2179,La Mama,la mama,
2180,Santorini Greek Restaurant,santorini greek restaurant,
2181,Red Chilli 红椒京川菜馆,red chilli 红椒京川菜馆,
2182,Chick Filler,chick filler,
2183,House of Flavours,house of flavours,
2184,FORUM Cocktails,forum cocktails,
2185,Zeera Tandoori,zeera tandoori,
2186,My Kitchen,my kitchen,
2187,Hummingbird Bakery,hummingbird bakery,
2188,Tortilla,tortilla,
2189,Paya Ewell,paya ewell,
2190,Mamos,mamos,
2191,Hussain's Indian Cuisine,hussain's indian cuisine,
2192,Hello Burger,hello burger,
2193,Toro's Steakhouse,toro's steakhouse,
2194,La Piccola Deli,la piccola deli,
2195,Sarin Superstore,sarin superstore,
2196,Patty Palace,patty palace,
2197,La Piazzetta,la piazzetta,
2198,City News,city news,
2199,Texas Pizza,texas pizza,
2200,Paul's Bakery,paul's bakery,
2201,Deshi Spice,deshi spice,
2202,City Grill,city grill,
2203,Mr Sushi,mr sushi,
2204,Toros Steakhouse,toros steakhouse,
2205,Aagrah,aagrah,
2206,Express Pizza,express pizza,
2207,Toroscasa,toroscasa,
2208,Fintans Fish and Chip Co.,fintans fish and chip co.,
2209,Mandarin,mandarin,
2210,Two Buns,two buns,
2211,Best Pizza,best pizza,
2212,Mandarin Palace,mandarin palace,
2213,Fins & Chips,fins & chips,
2214,Humpit,humpit,
2215,My Chicken Express,my chicken express,
2216,Red Chilli Restaurant,red chilli restaurant,
2217,Highway Dhaba,highway dhaba,
2218,Trap Kitchen,trap kitchen,
2219,Temptations,temptations,
2220,Trade,trade,
2221,Go Peri,go peri,
2222,Chicken Inn,chicken inn,
2223,Delly's Caribbean Cuisine,delly's caribbean cuisine,
2224,Kung Fu,kung fu,
2225,Rebel Vegan Grill,rebel vegan grill,
2226,Zitti,zitti,
2227,Della Continental,della continental,
2228,Golden Oriental,golden oriental,
2229,Go Vegan By El Murrino,go vegan by el murrino,
2230,Feng Sushi,feng sushi,
2231,Fellas Takeaway,fellas takeaway,
2232,Chick'n'Bun,chick'n'bun,
2233,Falafel King,falafel king,
2234,Hot & Tasty,hot & tasty,
2235,Pho Ta,pho ta,
2236,Marina Fish Bar,marina fish bar,
2237,Turkish Kebab House,turkish kebab house,
2238,Tealive,tealive,
2239,San Marino,san marino,
2240,Peppinos Pizza,peppinos pizza,
2241,805 Restaurant,805 restaurant,
2242,Tea Joy,tea joy,
2243,Perfect Cafe,perfect cafe,
2244,Chicken.Com,chicken.com,
2245,Turkuaz,turkuaz,
2246,Phoenix House,phoenix house,
2247,Hot Pizza,hot pizza,
2248,Tandoori Night,tandoori night,
2249,Towers Chicken and Grill,towers chicken and grill,
2250,Houdini's Paninis,houdini's paninis,
2251,SoFish Ticated & Chips,sofish ticated & chips,
2252,Santa Maria Pizzeria,santa maria pizzeria,
2253,Hi Sushi,hi sushi,
2254,Churchill's Fish and Chips,churchill's fish and chips,
2255,Hotdog City,hotdog city,
2256,Golden Plaice,golden plaice,
2257,Ranna,ranna,
2258,Faasos,faasos,
2259,Tandoor Magic,tandoor magic,
2260,Tandoor Mahal,tandoor mahal,
2261,Tandoori Cottage,tandoori cottage,
2262,Beijing Garden,beijing garden,
2263,Tandoori Express,tandoori express,
2264,Tandoori Flames,tandoori flames,
2265,Hot Stuff,hot stuff,
2266,Pi Pizza,pi pizza,
2267,Chicken Box,chicken box,
2268,Beijing Restaurant,beijing restaurant,
2269,Hot Sausage Company,hot sausage company,
2270,Sangam,sangam,
2271,Fabulous Falafel,fabulous falafel,
2272,Tandoori Mahal,tandoori mahal,
2273,Marco Polo Desserts,marco polo desserts,
2274,Happy Lemon,happy lemon,
2275,Darwin and Bear,darwin and bear,
2276,Camile Thai,camile thai,
2277,The Falafel Queen,the falafel queen,
2278,Luckys,luckys,
2279,The Cocorico,the cocorico,
2280,Pizza Punks,pizza punks,
2281,In Cafe,in cafe,
2282,Pablo's Pizza,pablo's pizza,
2283,Spice Shack,spice shack,
2284,Rainbow,rainbow,
2285,Shahi Tandoori,shahi tandoori,
2286,Amalfi Pizza,amalfi pizza,
2287,Tito's,tito's,
2288,Canton,canton,
2289,Urban Spice,urban spice,
2290,Pizza On Time,pizza on time,
2291,King of the Grill,king of the grill,
2292,Elachi,elachi,
2293,Original Fried Chicken,original fried chicken,
2294,Sewell on the Go,sewell on the go,
2295,Bar-B-Q House,bar-b-q house,
2296,Sushi House,sushi house,
2297,American Pizza Slice,american pizza slice,
2298,McIndians,mcindians,
2299,Out the Box Asia,out the box asia,
2300,Napoli,napoli,
2301,Super Sushi,super sushi,
2302,Pizza Power,pizza power,
2303,Indi-go,indi-go,
2304,Banana Leaf,banana leaf,
2305,The Coffee Pot,the coffee pot,
2306,Raj Bari,raj bari,
2307,Coco di Mama - Lunch & Dinner,coco di mama - lunch & dinner,
2308,Coco di Mama Breakfast,coco di mama breakfast,
2309,Wongs,wongs,
2310,Istanbul Delight,istanbul delight,
2311,The Curry House,the curry house,
2312,M. MANZE PIE & MASH,m. manze pie & mash,
2313,Lucky Inn,lucky inn,
2314,Get Stuffed,get stuffed,
2315,Amigo Pizza,amigo pizza,
2316,Shampan,shampan,
2317,Pad Thai Live,pad thai live,
2318,Pizza Night,pizza night,
2319,Amigo's Pizza,amigo's pizza,
2320,Spice Of India,spice of india,
2321,Sunny & Fines Breakfast Burritos,sunny & fines breakfast burritos,
2322,The Churros Factory,the churros factory,
2323,Tiffin Xpress,tiffin xpress,
2324,Pizza Nation,pizza nation,
2325,Flavourz,flavourz,
2326,Codfather Fish and Chips,codfather fish and chips,
2327,Wood Fired Pizzeria,wood fired pizzeria,
2328,Sushi Point,sushi point,
2329,Urban Kitchen,urban kitchen,
2330,Spice Of Life,spice of life,
2331,PAYA,paya,
2332,The Fat Burger,the fat burger,
2333,Dalchini,dalchini,
2334,Smacks Hamburgers,smacks hamburgers,
2335,Habaneros,habaneros,
2336,Halal Pizza,halal pizza,
2337,Grange Fish Bar,grange fish bar,
2338,Woow Wings,woow wings,
2339,Superios,superios,
2340,Comida Mexicana,comida mexicana,
2341,Oriental Wok,oriental wok,
2342,Daawat,daawat,
2343,Medicine Bakery,medicine bakery,
2344,The Curry Pot,the curry pot,
2345,The Fast Food Court,the fast food court,
2346,The Clay Oven,the clay oven,
2347,Return of the Mac,return of the mac,
2348,The Coffee Tree,the coffee tree,
2349,The Coffee Van,the coffee van,
2350,Lusso,lusso,
2351,Sushi Haven,sushi haven,
2352,MCR Food Station,mcr food station,
2353,Haidilao Hot Pot 海底捞,haidilao hot pot 海底捞,
2354,Indian Chef,indian chef,
2355,Biryani Bistro,biryani bistro,
2356,Cambridge Wine Merchants,cambridge wine merchants,
2357,Eggslut,eggslut,
2358,Eatclever 🥑 Feelgood Food Delivery,eatclever 🥑 feelgood food delivery,
2359,Kings Takeaway,kings takeaway,
2360,The Drinks Factory,the drinks factory,
2361,Pizza Klub Grill House,pizza klub grill house,
2362,The Crown,the crown,
2363,Dial A Curry,dial a curry,
2364,Late Night Alcohol Delivery,late night alcohol delivery,
2365,The Corner Shop,the corner shop,
2366,Nano's,nano's,
2367,Eggstop,eggstop,
2368,Ali’s Kitchen,ali’s kitchen,
2369,Iro Poke,iro poke,
2370,Valentinos,valentinos,
2371,Rai Saab,rai saab,
2372,Biryani House,biryani house,
2373,MEDAHUMAN CBD,medahuman cbd,
2374,Pizza Perfect,pizza perfect,
2375,Ottoman,ottoman,
2376,DZRT,dzrt,
2377,Sushi Bento House,sushi bento house,
2378,Lunch Box,lunch box,
2379,Pizza Perfection,pizza perfection,
2380,Wrap Lovers,wrap lovers,
2381,Sushi City,sushi city,
2382,The Crispy Cod,the crispy cod,
2383,Biryani Box,biryani box,
2384,Spice of Bengal,spice of bengal,
2385,Indian Garden,indian garden,
2386,Sushi Express,sushi express,
2387,PIZAZA,pizaza,
2388,Canadian Charcoal,canadian charcoal,
2389,Kingdom of Sweets,kingdom of sweets,
2390,Spicy Aroma,spicy aroma,
2391,Spice Zone,spice zone,
2392,Coal,coal,
2393,Canada Grill,canada grill,
2394,Kings Peri Peri Chicken & Pizza,kings peri peri chicken & pizza,
2395,Coco di Mama - (Breakfast),coco di mama - (breakfast),
2396,Alif Spice Express,alif spice express,
2397,Eggfree Cake Inn,eggfree cake inn,
2398,Canadian Charcoal Pit,canadian charcoal pit,
2399,Hakka Chinese,hakka chinese,
2400,PFC Express,pfc express,
2401,Remeo Gelato Ice Cream,remeo gelato ice cream,
2402,Alibaba,alibaba,
2403,Retail24,retail24,
2404,Late Knight Delivery,late knight delivery,
2405,Lazeez,lazeez,
2406,Shakes & Waffles,shakes & waffles,
2407,Tiger Wok,tiger wok,
2408,The Corner House,the corner house,
2409,Indian Grill,indian grill,
2410,Eggless Cake Shop,eggless cake shop,
2411,MICHIN KITCHN,michin kitchn,
2412,Wok's Cooking,wok's cooking,
2413,The Corner,the corner,
2414,Biryani Wala,biryani wala,
2415,Remedy Kitchen,remedy kitchen,
2416,Bangin Burgers,bangin burgers,
2417,Pizza Italiano,pizza italiano,
2418,Camel One,camel one,
2419,Nandos,nandos,
2420,Coco Pizza,coco pizza,
2421,King of Fast Food,king of fast food,
2422,Ekachai,ekachai,
2423,Pizza Lounge,pizza lounge,
2424,Amore Burgers,amore burgers,
2425,Food Junction,food junction,
2426,Food Jungle,food jungle,
2427,Pizza Supremo,pizza supremo,
2428,McDonald's® - Watling Street,mcdonald's® - watling street,
2429,Palace Tandoori,palace tandoori,
2430,Efes Pizza,efes pizza,
2431,Happy Face Pizza,happy face pizza,
2432,Cocoa Desserts,cocoa desserts,
2433,Indiana,indiana,
2434,Wingster,wingster,
2435,Bistrot N1,bistrot n1,
2436,SushiDog,sushidog,
2437,The Flirty Fish Co.,the flirty fish co.,
2438,Namaste,namaste,
2439,Diamond Pizza,diamond pizza,
2440,Kings Fish and Chips,kings fish and chips,
2441,Wings x Tenders,wings x tenders,
2442,Pizza Hot Express,pizza hot express,
2443,Bangla Kitchen,bangla kitchen,
2444,Mac & Cheese Kitchen,mac & cheese kitchen,
2445,Sushi and Bento House,sushi and bento house,
2446,Bamboo House,bamboo house,
2447,M&M Kebab and Pizza,m&m kebab and pizza,
2448,Seoul Kitchen,seoul kitchen,
2449,Gourmet Fried Chicken,gourmet fried chicken,
2450,Supreme Grill,supreme grill,
2451,Almost Famous,almost famous,
2452,The Fish Bar,the fish bar,
2453,Cakeaway,cakeaway,
2454,Y'ariba Y'ariba,y'ariba y'ariba,
2455,Indian Summer,indian summer,
2456,Italian Taste,italian taste,
2457,The Flour Pot Bakery,the flour pot bakery,
2458,Spiceland,spiceland,
2459,Pizza Shack,pizza shack,
2460,Nam Song,nam song,
2461,Da Vinci's,da vinci's,
2462,The Dessert House,the dessert house,
2463,Cookienormous,cookienormous,
2464,Raj Rani,raj rani,
2465,VIP Very Italian Pizza,vip very italian pizza,
2466,DF Tacos - Your Mexican Fix,df tacos - your mexican fix,
2467,Vapes Co,vapes co,
2468,The Food Hut,the food hut,
2469,Shanghai Taste,shanghai taste,
2470,Vapestop,vapestop,
2471,Raj Tandoori,raj tandoori,
2472,The Castle,the castle,
2473,Vapestore,vapestore,
2474,Urban Baristas,urban baristas,
2475,Sensations,sensations,
2476,SHAKE?,shake?,
2477,YOHnuts! (Desserts),yohnuts! (desserts),
2478,Spice Master,spice master,
2479,Vape Lab,vape lab,
2480,Banh Banh Vietnamese Kitchen,banh banh vietnamese kitchen,
2481,Tiffin,tiffin,
2482,Indian Tiffin Room,indian tiffin room,
2483,DFC Chicken,dfc chicken,
2484,Palermo Pizza,palermo pizza,
2485,Desserts at Village,desserts at village,
2486,Slim Chickens Breakfast,slim chickens breakfast,
2487,Cardamon,cardamon,
2488,HC Burgers,hc burgers,
2489,Oregano Pizza and Burgers,oregano pizza and burgers,
2490,Luciano's,luciano's,
2491,Izgara Restaurant,izgara restaurant,
2492,Happy Fryer,happy fryer,
2493,Happy Cod,happy cod,
2494,Italiano Pizza,italiano pizza,
2495,Pizza House & Kebab,pizza house & kebab,
2496,Dallas Chicken & Ribs,dallas chicken & ribs,
2497,Pizza Rush,pizza rush,
2498,The Chicken Shack,the chicken shack,
2499,Lucky Garden,lucky garden,
2500,Mediterranean Kitchen,mediterranean kitchen,
2501,Caprino's Pizza,caprino's pizza,
2502,Flava,flava,
2503,Flavours Gelato,flavours gelato,
2504,Oriental Delight,oriental delight,
2505,McDonald's® - Western Road,mcdonald's® - western road,
2506,Toast,toast,
2507,Laurents,laurents,
2508,Eden's Chicken Cottage,eden's chicken cottage,
2509,Capital Restaurant,capital restaurant,
2510,Smash Mouth Burgers,smash mouth burgers,
2511,Smash Burger,smash burger,
2512,Blazin' Bamboo,blazin' bamboo,
2513,Pizza Monster,pizza monster,
2514,HOP Vietnamese,hop vietnamese,
2515,Diamond Kebab House,diamond kebab house,
2516,Cappadocia Restaurant,cappadocia restaurant,
2517,The Chinese Experience,the chinese experience,
2518,Diamond Kebab,diamond kebab,
2519,Cappadocia,cappadocia,
2520,Indigo Indian Takeaway,indigo indian takeaway,
2521,The Chip Shop,the chip shop,
2522,Amin Kitchen,amin kitchen,
2523,Gilchrist Bakery,gilchrist bakery,
2524,Berries Bagels & Shakes,berries bagels & shakes,
2525,Southampton Kebab House,southampton kebab house,
2526,Boujee Breakfast & Brunch,boujee breakfast & brunch,
2527,Quality Tandoori,quality tandoori,
2528,Black Burger,black burger,
2529,Star Pizza & Kebab,star pizza & kebab,
2530,Golden Star Chinese,golden star chinese,
2531,Croydon Kebab Centre,croydon kebab centre,
2532,Raaz Tandoori,raaz tandoori,
2533,Kung Fu Kitchen,kung fu kitchen,
2534,The Tiffin Tin,the tiffin tin,
2535,Tikka Masala,tikka masala,
2536,Bites N Melts,bites n melts,
2537,Kebabies,kebabies,
2538,Blue Elephant,blue elephant,
2539,Boujee Boba,boujee boba,
2540,Spring Espresso,spring espresso,
2541,The Thailand Restaurant,the thailand restaurant,
2542,Boujee Burgers,boujee burgers,
2543,Grameen Spice,grameen spice,
2544,Kungfu,kungfu,
2545,Tower Pizza,tower pizza,
2546,King Curry,king curry,
2547,Blue Dolphin,blue dolphin,
2548,Spicy Bites Pizzeria,spicy bites pizzeria,
2549,Bosa Kitchen,bosa kitchen,
2550,Best Fish and Chips,best fish and chips,
2551,Ranmoor Friery,ranmoor friery,
2552,The Time Café & Bar,the time café & bar,
2553,Crown & Pepper,crown & pepper,
2554,Best Food,best food,
2555,The Town House,the town house,
2556,Tossed,tossed,
2557,Town Cafe,town cafe,
2558,Bosco Pizzeria,bosco pizzeria,
2559,Southampton Grill,southampton grill,
2560,Golden Orient 鸿运,golden orient 鸿运,
2561,Golden Orient,golden orient,
2562,Best Choice,best choice,
2563,Berneliu Uzeiga,berneliu uzeiga,
2564,Golden Sun,golden sun,
2565,New Little China,new little china,
2566,Kings Chinese Takeaway,kings chinese takeaway,
2567,New Jersey Chicken,new jersey chicken,
2568,Spices Restaurant,spices restaurant,
2569,Rainbow Cafe,rainbow cafe,
2570,Mushy's Fish Bar,mushy's fish bar,
2571,My Burger,my burger,
2572,Tikka Massala,tikka massala,
2573,Southern Fried Chicken Pizza Direct,southern fried chicken pizza direct,
2574,Rainbow Chinese,rainbow chinese,
2575,Rainbow Chinese Takeaway,rainbow chinese takeaway,
2576,Boston Pizza,boston pizza,
2577,Boundary Northwest Frontier,boundary northwest frontier,
2578,Grand Feast Takeaway,grand feast takeaway,
2579,My Choice,my choice,
2580,Best Kebab & Pizza House,best kebab & pizza house,
2581,Best Kebab and Pizza House,best kebab and pizza house,
2582,New Jade Garden,new jade garden,
2583,My Cod,my cod,
2584,Best Burgers,best burgers,
2585,Blue Lagoon,blue lagoon,
2586,Bosphorus Restaurant,bosphorus restaurant,
2587,Best Bagel,best bagel,
2588,South Manny Flavaz,south manny flavaz,
2589,Muzzys Breakfast House,muzzys breakfast house,
2590,Bits N Pizza,bits n pizza,
2591,Railway Grill,railway grill,
2592,D Gelato,d gelato,
2593,Rainbo Japanese Kitchen,rainbo japanese kitchen,
2594,Star Wok,star wok,
2595,Town Kebab,town kebab,
2596,King Chicken,king chicken,
2597,Ranna (Old Kent),ranna (old kent),
2598,Best Kebab Ye,best kebab ye,
2599,Spices of Stafford,spices of stafford,
2600,Kings Coffee House,kings coffee house,
2601,Crown Pizza,crown pizza,
2602,Krunchys,krunchys,
2603,Krunk,krunk,
2604,Best Kebab And Pizza,best kebab and pizza,
2605,Rangrez,rangrez,
2606,Golden Rice Bowl,golden rice bowl,
2607,Crown Spice,crown spice,
2608,Black Bear Burger,black bear burger,
2609,South London Pizza,south london pizza,
2610,Raavi,raavi,
2611,Spicy Balti,spicy balti,
2612,Berry's Bakery,berry's bakery,
2613,Deepdale Tandoori,deepdale tandoori,
2614,My Big Mo's,my big mo's,
2615,The Thai Gallery,the thai gallery,
2616,The Thai House,the thai house,
2617,Deekenek,deekenek,
2618,Tracy's Kitchen,tracy's kitchen,
2619,Kebabi,kebabi,
2620,Bistrove,bistrove,
2621,Deep Sea Fish Bar,deep sea fish bar,
2622,Bottle Basket,bottle basket,
2623,The Three Lions,the three lions,
2624,Nawaab Gourmet,nawaab gourmet,
2625,Bosphorus,bosphorus,
2626,Mustard Diner - Sale,mustard diner - sale,
2627,Da Vinci,da vinci,
2628,Kebab Shack,kebab shack,
2629,Kings Burger,kings burger,
2630,Kineya,kineya,
2631,Touch of Spice,touch of spice,
2632,South London Chicken,south london chicken,
2633,Kings Comfort Food,kings comfort food,
2634,Totally Vegan,totally vegan,
2635,Crown Of India,crown of india,
2636,Bottle Apostle,bottle apostle,
2637,Kuku'z,kuku'z,
2638,Kishmish,kishmish,
2639,Quality Diner,quality diner,
2640,King Neptune,king neptune,
2641,Spicy Kitchen,spicy kitchen,
